1732232397.043447 88 96 0 0 0
1732232397.043534 89 74 0 0 0
1732232397.0435998 90 42 0 0 0
1732232397.043665 91 36 0 0 0
1732232397.0437279 92 38 0 0 0
1732232397.04379 93 39 0 0 0
1732232397.043852 94 51 0 0 0
1732232397.043921 95 59 0 0 0
1732232397.043988 96 65 0 0 0
1732232397.0440478 97 57 0 0 0
1732232397.04621 98 58 0 0 0
1732232397.04628 99 68 0 0 0
1732232397.0463412 0 65 0 0 0
1732232397.046401 1 64 0 0 0
1732232397.0464609 2 89 0 0 0
1732232397.0465212 3 113 0 0 0
1732232397.046579 4 99 0 0 0
1732232397.046638 5 55 0 0 0
1732232397.046697 6 23 0 0 0
1732232397.046755 7 24 0 0 0
1732232397.0777652 8 34 0 0 0
1732232397.0778089 9 36 0 0 0
1732232397.077835 10 35 0 0 0
1732232397.0778592 11 33 0 0 0
1732232397.077884 12 35 0 0 0
1732232397.077909 13 32 0 0 0
1732232397.077933 14 18 0 0 0
1732232397.0779572 15 2 0 0 0
1732232397.077982 16 17 0 0 0
1732232397.078007 17 38 0 0 0
1732232397.112724 18 20 0 0 0
1732232397.112792 19 -22 0 0 0
1732232397.112853 20 -38 0 0 0
1732232397.112916 21 -21 0 0 0
1732232397.1129742 22 -1 0 0 0
1732232397.113034 23 9 0 0 0
1732232397.1130939 24 16 0 0 0
1732232397.113153 25 -9 0 0 0
1732232397.1132119 26 -26 0 0 0
1732232397.113271 27 -21 0 0 0
1732232397.117003 28 -19 0 0 0
1732232397.1170769 29 -37 0 0 0
1732232397.1171541 30 -39 0 0 0
1732232397.117226 31 -33 0 0 0
1732232397.1172962 32 -39 0 0 0
1732232397.117357 33 -36 0 0 0
1732232397.117416 34 -11 0 0 0
1732232397.117484 35 -6 0 0 0
1732232397.117555 36 -17 0 0 0
1732232397.117614 37 -25 0 0 0
1732232397.1455958 38 -28 0 0 0
1732232397.1456609 39 -27 0 0 0
1732232397.1457212 40 -12 0 0 0
1732232397.145781 41 -11 0 0 0
1732232397.1458402 42 -33 0 0 0
1732232397.145899 43 -49 0 0 0
1732232397.1459572 44 -33 0 0 0
1732232397.146014 45 -11 0 0 0
1732232397.1460721 46 -7 0 0 0
1732232397.1461298 47 0 0 0 0
1732232397.149159 48 19 0 0 0
1732232397.14922 49 27 0 0 0
1732232397.149298 50 18 0 0 0
1732232397.1493561 51 8 0 0 0
1732232397.149415 52 25 0 0 0
1732232397.149484 53 53 0 0 0
1732232397.1495419 54 71 0 0 0
1732232397.1496162 55 55 0 0 0
1732232397.149684 56 23 0 0 0
1732232397.149743 57 21 0 0 0
1732232397.180156 58 35 0 0 0
1732232397.180223 59 40 0 0 0
1732232397.1802828 60 39 0 0 0
1732232397.180342 61 42 0 0 0
1732232397.1804101 62 44 0 0 0
1732232397.180468 63 36 0 0 0
1732232397.1805272 64 32 0 0 0
1732232397.180593 65 41 0 0 0
1732232397.1806521 66 60 0 0 0
1732232397.1807098 67 76 0 0 0
1732232397.1844952 68 97 0 0 0
1732232397.184582 69 89 0 0 0
1732232397.184642 70 56 0 0 0
1732232397.184701 71 35 0 0 0
1732232397.18476 72 44 0 0 0
1732232397.18482 73 67 0 0 0
1732232397.184879 74 72 0 0 0
1732232397.184937 75 57 0 0 0
1732232397.1849961 76 38 0 0 0
1732232397.185055 77 16 0 0 0
1732232397.215713 78 0 0 0 0
1732232397.215776 79 4 0 0 0
1732232397.2158349 80 27 0 0 0
1732232397.215897 81 40 0 0 0
1732232397.215957 82 10 0 0 0
1732232397.216017 83 -20 0 0 0
1732232397.2160761 84 -43 0 0 0
1732232397.216137 85 -40 0 0 0
1732232397.216196 86 -22 0 0 0
1732232397.216255 87 -1 0 0 0
1732232397.244344 88 17 0 0 0
1732232397.244405 89 8 0 0 0
1732232397.2444658 90 -9 0 0 0
1732232397.2445261 91 -12 0 0 0
1732232397.244586 92 6 0 0 0
1732232397.244643 93 24 0 0 0
1732232397.244701 94 18 0 0 0
1732232397.244759 95 1 0 0 0
